ปีการศึกษา,ชื่อโรงเรียน,อำเภอที่ตั้งรร.,ขนาดโรงเรียน,ที่ตั้งโรงเรียน,สังกัด,เขตพื้นที่ฯ,จำนวนผู้เข้าสอบ,ว 1.1 (Mean),ว 1.1 (S.D.),ว 1.2 (Mean),ว 1.2 (S.D.),ว 1.3 (Mean),ว 1.3 (S.D.),ว 2.1 (Mean),ว 2.1 (S.D.),ว 2.2 (Mean),ว 2.2 (S.D.),ว 2.3 (Mean),ว 2.3 (S.D.),ว 3.1 (Mean),ว 3.1 (S.D.),ว 3.2 (Mean),ว 3.2 (S.D.),ว 4.2 (Mean),ว 4.2 (S.D.)
2568,บ้านนาฮ่อง,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,13,23.08,42.13,13.46,15.86,7.69,26.65,32.69,18.04,23.08,27.38,15.38,23.08,19.23,31.25,25.64,14.04,23.08,31.72
2568,บ้านเนินวิทยา,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,16,25.00,43.30,14.06,17.61,0.00,0.00,42.19,20.67,37.50,19.98,40.63,36.31,43.75,42.85,33.33,26.35,12.50,21.65
2568,บ้านปางเกี๊ยะ,แม่แจ่ม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,39,38.46,48.65,35.26,29.26,20.51,40.38,33.01,21.27,41.03,26.65,37.18,33.43,43.59,34.31,43.59,29.38,21.79,24.79
2568,บ้านปางหินฝน,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,11,36.36,48.10,11.36,16.39,0.00,0.00,28.41,23.89,36.36,30.00,9.09,19.28,40.91,35.79,42.42,28.75,27.27,24.90
2568,บ้านปางอุ๋ง,แม่แจ่ม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,16,12.50,33.07,35.94,27.91,6.25,24.21,42.97,22.95,43.75,22.73,21.88,30.46,56.25,39.03,27.08,21.14,6.25,16.54
2568,บ้านปางอุ๋ง สาขาแม่สะต๊อป,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,4,25.00,43.30,18.75,20.73,25.00,43.30,18.75,10.83,25.00,27.64,0.00,0.00,0.00,0.00,41.67,27.64,37.50,21.65
2568,บ้านแปะสามัคคี,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,2,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,50.00,16.67,50.00,0.00,75.00,25.00,33.33,0.00,0.00,0.00
2568,บ้านผานัง,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,12,75.00,43.30,39.58,25.94,0.00,0.00,38.54,24.72,52.78,28.73,20.83,24.65,41.67,44.88,41.67,24.06,41.67,34.36
2568,บ้านผาละปิ,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,6,33.33,47.14,33.33,23.57,0.00,0.00,33.33,31.18,44.44,31.43,16.67,23.57,50.00,28.87,44.44,24.85,16.67,23.57
2568,บ้านพุย สาขาพุยใต้,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,3,66.67,47.14,58.33,31.18,0.00,0.00,25.00,0.00,44.44,15.71,50.00,40.82,50.00,40.82,66.67,27.22,0.00,0.00
2568,บ้านแม่ซา,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,10,20.00,40.00,30.00,15.00,0.00,0.00,28.75,18.58,30.00,23.33,30.00,33.17,25.00,25.00,40.00,32.66,25.00,25.00
2568,บ้านแม่ตูม,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,5,40.00,48.99,10.00,12.25,0.00,0.00,52.50,12.25,33.33,21.08,10.00,20.00,40.00,37.42,26.67,24.94,30.00,24.49
2568,บ้านแม่นาจร,แม่แจ่ม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,10,40.00,48.99,32.50,19.53,0.00,0.00,37.50,23.05,46.67,26.67,10.00,20.00,25.00,33.54,33.33,21.08,10.00,20.00
2568,บ้านแม่ปาน,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,15,33.33,47.14,51.67,26.56,13.33,33.99,44.17,25.36,55.56,28.97,46.67,22.11,46.67,28.67,48.89,29.48,30.00,30.55
2568,บ้านแม่มะลอ,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,9,22.22,41.57,27.78,32.16,11.11,31.43,22.22,24.14,33.33,22.22,38.89,31.43,38.89,31.43,33.33,27.22,22.22,24.85
2568,บ้านแม่มุ,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,14,0.00,0.00,30.36,30.15,7.14,25.75,32.14,18.12,52.38,27.36,32.14,35.89,25.00,31.34,40.48,36.03,14.29,22.59
2568,บ้านแม่ลอง,แม่แจ่ม,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,18,16.67,37.27,20.83,26.68,5.56,22.91,24.31,18.85,31.48,25.99,16.67,28.87,27.78,29.92,27.78,16.67,22.22,24.85
2568,บ้านแม่วาก,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,4,100.00,0.00,50.00,17.68,25.00,43.30,31.25,20.73,75.00,14.43,12.50,21.65,37.50,21.65,33.33,23.57,25.00,25.00
2568,บ้านแม่ศึก (มูลนิธิธรรมมาภิรักษ์อุปถัมภ์ที่ 2),แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,3,33.33,47.14,41.67,11.79,66.67,47.14,50.00,27.00,66.67,27.22,33.33,47.14,50.00,40.82,33.33,0.00,16.67,23.57
2568,บ้านแม่หงานหลวง,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,5,40.00,48.99,20.00,18.71,0.00,0.00,37.50,29.58,33.33,21.08,10.00,20.00,40.00,37.42,33.33,29.81,20.00,40.00
2568,บ้านแม่หอย,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,4,25.00,43.30,31.25,20.73,25.00,43.30,50.00,30.62,33.33,0.00,0.00,0.00,37.50,21.65,16.67,16.67,25.00,43.30
2568,บ้านแม่เอาะ,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,8,37.50,48.41,12.50,12.50,25.00,43.30,37.50,20.73,41.67,27.64,25.00,25.00,6.25,16.54,29.17,11.02,18.75,24.21
2568,บ้านแม่แฮใต้,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,20,20.00,40.00,31.25,23.55,0.00,0.00,38.75,21.97,31.67,24.66,35.00,32.02,15.00,22.91,41.67,17.87,17.50,23.85
2568,บ้านแม่แฮเหนือ,แม่แจ่ม,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,54,29.63,45.66,25.46,23.81,5.56,22.91,33.80,20.78,43.83,29.27,28.70,29.82,35.19,35.52,33.95,24.42,19.44,24.37
2568,บ้านแม่แฮเหนือ สาขาแม่แจ๊ะ,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,9,33.33,47.14,16.67,16.67,0.00,0.00,29.17,22.05,48.15,27.72,5.56,15.71,16.67,23.57,33.33,22.22,33.33,33.33
2568,บ้านโม่งหลวง,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,13,23.08,42.13,23.08,31.72,0.00,0.00,42.31,28.39,43.59,20.19,38.46,28.78,34.62,23.08,20.51,16.22,50.00,19.61
2568,บ้านโม่งหลวง สาขาบ้านแม่อมลานใน,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,1,0.00,0.00,50.00,0.00,0.00,0.00,12.50,0.00,33.33,0.00,0.00,0.00,0.00,0.00,66.67,0.00,100.00,0.00
2568,บ้านสบแม่รวม,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,8,37.50,48.41,12.50,17.68,12.50,33.07,26.56,17.04,37.50,26.02,25.00,25.00,12.50,21.65,16.67,23.57,37.50,33.07
2568,บ้านสบวาก,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,9,11.11,31.43,22.22,18.43,11.11,31.43,31.94,21.34,37.04,24.57,16.67,23.57,5.56,15.71,33.33,27.22,16.67,33.33
2568,บ้านสองธาร,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,7,14.29,34.99,21.43,24.74,0.00,0.00,23.21,16.94,52.38,30.12,14.29,22.59,35.71,34.99,9.52,15.06,7.14,17.50
2568,บ้านสามสบ,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,5,40.00,48.99,15.00,20.00,20.00,40.00,12.50,15.81,33.33,29.81,40.00,37.42,50.00,31.62,33.33,36.51,30.00,24.49
2568,บ้านห้วยผา,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,5,40.00,48.99,30.00,18.71,40.00,48.99,37.50,17.68,46.67,26.67,30.00,24.49,10.00,20.00,26.67,24.94,10.00,20.00
2568,บ้านใหม่พัฒนาสันติ,แม่แจ่ม,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,7,0.00,0.00,17.86,22.02,0.00,0.00,32.14,17.50,47.62,24.28,42.86,41.65,7.14,17.50,33.33,17.82,21.43,24.74
2568,บ้านอมขูด,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,3,33.33,47.14,50.00,20.41,33.33,47.14,33.33,11.79,77.78,15.71,0.00,0.00,50.00,40.82,11.11,15.71,50.00,0.00
2568,บ้านอมเม็ง,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,15,46.67,49.89,20.00,26.14,20.00,40.00,45.00,26.14,44.44,23.31,20.00,30.55,26.67,30.91,55.56,19.88,26.67,24.94
2568,บ้านเฮาะวิทยา,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,7,71.43,45.18,57.14,29.01,0.00,0.00,62.50,22.16,52.38,24.28,35.71,22.59,64.29,34.99,42.86,23.33,21.43,24.74
2568,เมืองเด็กวิทยา,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,15,60.00,48.99,53.33,28.67,6.67,24.94,63.33,24.35,53.33,23.73,26.67,24.94,66.67,34.96,51.11,23.93,23.33,24.94
2568,ราชประชานุเคราะห์ 31,แม่แจ่ม,กลาง,นอกเมือง,สำนักบริหารงานการศึกษาพิเศษ,-,22,22.73,41.91,29.55,27.84,18.18,38.57,27.84,19.19,34.85,21.27,20.45,28.84,18.18,24.05,30.30,19.87,15.91,27.74
2568,ศูนย์การเรียนตำรวจตระเวนชายแดนบ้านแม่มุใน บริษัทซีเค พาวเวอร์ จำกัด (มหาชน) อุปถัมภ์,แม่แจ่ม,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,7,57.14,49.49,14.29,18.21,0.00,0.00,33.93,21.87,47.62,16.50,28.57,24.74,0.00,0.00,9.52,23.33,21.43,24.74
2568,ศูนย์การเรียนตำรวจตระเวนชายแดนสนั่น-เฉลิมเกตุ นภาศัพท์,แม่แจ่ม,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,3,66.67,47.14,16.67,11.79,0.00,0.00,20.83,15.59,33.33,0.00,0.00,0.00,16.67,23.57,33.33,27.22,33.33,23.57
2568,หลวงพัฒนาบ้านพุย,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,6,50.00,50.00,33.33,18.63,33.33,47.14,45.83,5.89,38.89,12.42,25.00,25.00,16.67,23.57,22.22,24.85,16.67,23.57
2568,ออป.13,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,30,30.00,45.83,30.00,21.79,6.67,24.94,30.83,25.36,36.67,26.32,15.00,29.30,36.67,36.36,36.67,27.69,10.00,20.00
2568,อินทนนท์วิทยา,แม่แจ่ม,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 6,11,18.18,38.57,20.45,20.83,9.09,28.75,14.77,22.50,33.33,28.43,31.82,32.14,9.09,19.28,30.30,26.42,18.18,24.05
2568,ชุมชนวัดช่อแล,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,28,32.14,46.70,25.89,25.43,10.71,30.93,25.89,21.37,32.14,24.37,25.00,28.35,17.86,27.43,35.71,29.45,8.93,19.15
2568,เชียงใหม่มัธยม,แม่แตง,ใหญ่,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,6,83.33,37.27,29.17,17.18,0.00,0.00,47.92,30.12,55.56,31.43,25.00,25.00,25.00,25.00,50.00,16.67,16.67,23.57
2568,ตชด.ไลออนส์มหาจักร 9,แม่แตง,เล็ก,นอกเมือง,กองบัญชาการตำรวจตระเวนชายแดน,-,6,100.00,0.00,66.67,18.63,66.67,47.14,35.42,25.43,66.67,19.25,16.67,23.57,33.33,23.57,27.78,22.91,8.33,18.63
2568,เทศบาลตำบลสันมหาพน,แม่แตง,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,21,23.81,42.59,40.48,28.32,9.52,29.35,36.90,17.02,41.27,27.03,19.05,24.28,21.43,29.16,39.68,22.11,28.57,24.74
2568,บ้านก๋ายน้อย,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,3,33.33,47.14,16.67,11.79,0.00,0.00,45.83,11.79,22.22,15.71,16.67,23.57,33.33,23.57,11.11,15.71,33.33,23.57
2568,บ้านทับเดื่อ,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,6,33.33,47.14,45.83,30.33,16.67,37.27,47.92,13.34,61.11,22.91,8.33,18.63,41.67,34.36,55.56,31.43,25.00,38.19
2568,บ้านบวกหมื้อ,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,14,50.00,50.00,35.71,29.45,7.14,25.75,38.39,22.39,52.38,24.28,21.43,31.13,28.57,31.13,35.71,32.03,7.14,17.50
2568,บ้านปง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,10,40.00,48.99,25.00,19.36,20.00,40.00,26.25,25.28,50.00,22.36,20.00,24.49,40.00,30.00,53.33,16.33,15.00,22.91
2568,บ้านปลาดาว,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,15,46.67,49.89,15.00,27.08,20.00,40.00,33.33,24.44,53.33,31.74,20.00,30.55,26.67,35.90,31.11,25.72,6.67,17.00
2568,บ้านปางกว้าง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,6,0.00,0.00,12.50,12.50,0.00,0.00,39.58,16.80,50.00,16.67,16.67,23.57,16.67,23.57,33.33,27.22,33.33,23.57
2568,บ้านปางไม้แดง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,8,25.00,43.30,28.13,19.52,12.50,33.07,50.00,30.62,54.17,23.20,50.00,25.00,75.00,35.36,58.33,32.27,50.00,35.36
2568,บ้านปางห้วยตาด,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,13,38.46,48.65,15.38,15.62,7.69,26.65,32.69,16.65,61.54,31.61,11.54,21.07,53.85,36.49,35.90,24.33,38.46,34.83
2568,บ้านปางฮ่าง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,6,16.67,37.27,37.50,31.46,16.67,37.27,37.50,36.80,55.56,24.85,16.67,23.57,16.67,37.27,55.56,36.85,16.67,23.57
2568,บ้านเป้าวิทยาคาร,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,11,63.64,48.10,20.45,17.90,0.00,0.00,39.77,31.00,54.55,21.43,31.82,32.14,31.82,32.14,36.36,33.20,22.73,24.90
2568,บ้านผาหมอน,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,8,12.50,33.07,18.75,27.24,0.00,0.00,35.94,19.20,12.50,16.14,18.75,24.21,6.25,16.54,37.50,26.02,18.75,24.21
2568,บ้านผึ้ง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,15,46.67,49.89,41.67,25.28,6.67,24.94,42.50,19.26,51.11,26.85,20.00,24.49,46.67,38.59,40.00,27.76,20.00,24.49
2568,บ้านเมืองกื้ด,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,16,31.25,46.35,26.56,18.68,6.25,24.21,34.38,20.01,35.42,24.91,31.25,34.80,56.25,39.03,47.92,31.11,34.38,29.15
2568,บ้านแม่ไคร้,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,2,50.00,50.00,62.50,37.50,0.00,0.00,25.00,0.00,50.00,16.67,0.00,0.00,50.00,50.00,16.67,16.67,0.00,0.00
2568,บ้านแม่ตะมาน,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,21,38.10,48.56,11.90,18.29,9.52,29.35,34.52,23.75,46.03,26.18,23.81,29.35,19.05,24.28,42.86,25.50,30.95,24.28
2568,บ้านแม่แมม,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,6,50.00,50.00,12.50,19.09,0.00,0.00,29.17,17.18,50.00,31.91,33.33,23.57,33.33,23.57,27.78,12.42,16.67,23.57
2568,บ้านแม่เลา,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,1,100.00,0.00,75.00,0.00,100.00,0.00,75.00,0.00,66.67,0.00,100.00,0.00,100.00,0.00,66.67,0.00,0.00,0.00
2568,บ้านแม่แสะ,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,3,0.00,0.00,8.33,11.79,0.00,0.00,33.33,5.89,44.44,15.71,0.00,0.00,50.00,40.82,33.33,0.00,16.67,23.57
2568,ป่าจี้วังแดงวิทยา,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,27,40.74,49.14,29.63,24.57,11.11,31.43,23.61,16.43,30.86,23.88,24.07,36.94,18.52,24.15,25.93,26.19,24.07,28.45
2568,ป่าแป๋วิทยา,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,9,44.44,49.69,22.22,21.87,11.11,31.43,54.17,23.57,33.33,22.22,22.22,24.85,55.56,36.85,48.15,31.86,27.78,24.85
2568,ภูดินวิทยา,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,2,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,25.00,25.00,25.00,25.00,0.00,0.00,25.00,25.00
2568,เมฆขจรเชียงใหม่,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการส่งเสริมการศึกษาเอกชน,-,18,61.11,48.75,33.33,22.05,5.56,22.91,34.03,24.58,48.15,31.86,47.22,35.25,58.33,34.36,66.67,29.40,11.11,20.79
2568,ร่ำเปิงวิทยา,แม่แตง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,33,18.18,38.57,23.48,22.14,9.09,28.75,28.41,21.82,33.33,30.70,27.27,27.77,27.27,30.38,39.39,27.77,16.67,23.57
2568,วัดท่าข้าม,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,8,62.50,48.41,25.00,21.65,12.50,33.07,29.69,20.67,33.33,16.67,12.50,21.65,50.00,35.36,37.50,26.02,18.75,34.80
2568,วัดทุ่งหลวง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,10,50.00,50.00,35.00,16.58,30.00,45.83,61.25,25.89,63.33,27.69,65.00,32.02,85.00,22.91,63.33,37.86,20.00,24.49
2568,วัดนาเม็ง,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,4,100.00,0.00,12.50,12.50,0.00,0.00,46.88,13.62,50.00,28.87,25.00,25.00,12.50,21.65,33.33,23.57,25.00,43.30
2568,วัดบ้านเหล่า,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,13,61.54,48.65,30.77,19.99,7.69,26.65,33.65,21.59,30.77,27.62,11.54,21.07,23.08,31.72,38.46,22.06,30.77,36.89
2568,วัดปางมะกล้วย,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2568,วัดแม่กะ,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,20,40.00,48.99,28.75,22.74,0.00,0.00,28.75,18.16,46.67,22.11,30.00,24.49,32.50,36.31,41.67,25.55,20.00,24.49
2568,วัดหนองออน,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,4,75.00,43.30,37.50,12.50,50.00,50.00,50.00,15.31,50.00,16.67,25.00,25.00,37.50,21.65,41.67,43.30,12.50,21.65
2568,วัดห้วยไร่,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,19,26.32,44.03,28.95,25.98,10.53,30.69,32.89,18.68,45.61,24.69,26.32,24.97,57.89,29.30,56.14,26.61,21.05,24.69
2568,สบเปิงวิทยา,แม่แตง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,18,44.44,49.69,33.33,31.18,16.67,37.27,42.36,24.70,38.89,20.03,13.89,22.40,41.67,38.19,35.19,25.99,13.89,27.92
2568,สันป่ายางวิทยาคาร,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,10,30.00,45.83,30.00,29.15,10.00,30.00,23.75,14.20,40.00,29.06,20.00,24.49,20.00,24.49,40.00,20.00,25.00,25.00
2568,สันป่าสักวิทยา,แม่แตง,กลาง,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,80,33.75,47.29,21.88,24.80,2.50,15.61,37.19,24.12,45.00,26.93,34.38,34.09,34.38,33.16,37.50,28.57,16.88,23.64
2568,สันมหาพนวิทยา,แม่แตง,เล็ก,นอกเมือง,สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน,สพป.เชียงใหม่ เขต 2,18,33.33,47.14,22.22,18.43,5.56,22.91,40.97,21.97,38.89,27.78,25.00,34.36,16.67,28.87,35.19,32.34,25.00,25.00
2568,อนุบาลสานสายใยรักเทศบาลเมืองเมืองแกนพัฒนา,แม่แตง,กลาง,นอกเมือง,กรมส่งเสริมการปกครองท้องถิ่น,ท้องถิ่นจังหวัดเชียงใหม่,28,50.00,50.00,20.54,21.19,3.57,18.56,32.59,21.74,33.33,23.57,33.93,32.88,26.79,31.29,39.29,33.40,16.07,23.35
